,dates,condition,act_animal,PC1_loading,bhv_name
90,20240821,MC_withVermelho,kanga,-0.13212022176269503,gaze_lever_angle
91,20240821,MC_withVermelho,kanga,-0.44635756179794245,animal_animal_dist
92,20240821,MC_withVermelho,kanga,0.4531855346122675,animal_tube_dist
93,20240821,MC_withVermelho,kanga,0.31468817943468075,animal_lever_dist
94,20240821,MC_withVermelho,kanga,0.3601887141076206,mass_move_speed
95,20240821,MC_withVermelho,kanga,0.31901487095811587,gaze_angle_speed
96,20240822,MC_withVermelho,kanga,-0.47371200755420784,gaze_other_angle
97,20240822,MC_withVermelho,kanga,-0.2142130136489554,gaze_tube_angle
98,20240822,MC_withVermelho,kanga,-0.2024454776657895,gaze_lever_angle
99,20240822,MC_withVermelho,kanga,-0.5002783296722106,animal_animal_dist
100,20240822,MC_withVermelho,kanga,0.488982888854871,animal_tube_dist
101,20240822,MC_withVermelho,kanga,0.287900611541865,animal_lever_dist
102,20240822,MC_withVermelho,kanga,0.21485499723689044,mass_move_speed
103,20240822,MC_withVermelho,kanga,0.2651291054538327,gaze_angle_speed
104,20250415,MC_withDodson,kanga,-0.3936509517289576,gaze_other_angle
105,20250415,MC_withDodson,kanga,0.3362517005512827,gaze_tube_angle
106,20250415,MC_withDodson,kanga,-0.24140359433262953,gaze_lever_angle
107,20250415,MC_withDodson,kanga,-0.45987723271564224,animal_animal_dist
108,20250415,MC_withDodson,kanga,0.46133695286621196,animal_tube_dist
109,20250415,MC_withDodson,kanga,0.23682847000688778,animal_lever_dist
110,20250415,MC_withDodson,kanga,0.3357851083871509,mass_move_speed
111,20250415,MC_withDodson,kanga,0.28379536686156487,gaze_angle_speed
112,20250417,MC_withDodson,kanga,-0.4228409374840725,gaze_other_angle
113,20250417,MC_withDodson,kanga,0.3455960316549428,gaze_tube_angle
114,20250417,MC_withDodson,kanga,-0.0967382698632966,gaze_lever_angle
115,20250417,MC_withDodson,kanga,-0.4682428466703524,animal_animal_dist
116,20250417,MC_withDodson,kanga,0.4893660820111114,animal_tube_dist
117,20250417,MC_withDodson,kanga,0.4270889653442364,animal_lever_dist
118,20250417,MC_withDodson,kanga,-0.0243838912039497,mass_move_speed
119,20250417,MC_withDodson,kanga,0.2251234050157484,gaze_angle_speed
120,20250422,MC_withDodson,kanga,-0.40293202922150784,gaze_other_angle
121,20250422,MC_withDodson,kanga,0.36232470615182216,gaze_tube_angle
122,20250422,MC_withDodson,kanga,-0.3522942086614744,gaze_lever_angle
123,20250422,MC_withDodson,kanga,-0.40126330748801,animal_animal_dist
124,20250422,MC_withDodson,kanga,0.3602144993496809,animal_tube_dist
125,20250422,MC_withDodson,kanga,0.10181577062805879,animal_lever_dist
126,20250422,MC_withDodson,kanga,0.3773347247693258,mass_move_speed
127,20250422,MC_withDodson,kanga,0.3724791330259103,gaze_angle_speed
128,20250423,MC_withDodson,kanga,-0.38948444225645373,gaze_other_angle
129,20250423,MC_withDodson,kanga,0.3724187616758551,gaze_tube_angle
130,20250423,MC_withDodson,kanga,-0.30886637846626147,gaze_lever_angle
131,20250423,MC_withDodson,kanga,-0.3823480407158052,animal_animal_dist
132,20250423,MC_withDodson,kanga,0.3995767727813916,animal_tube_dist
133,20250423,MC_withDodson,kanga,0.2508003170075965,animal_lever_dist
134,20250423,MC_withDodson,kanga,0.33420891388102664,mass_move_speed
135,20250423,MC_withDodson,kanga,0.3657317004730181,gaze_angle_speed
136,20250424_MC,MC_withDodson,kanga,-0.399406062055909,gaze_other_angle
137,20250424_MC,MC_withDodson,kanga,0.3870541605627579,gaze_tube_angle
138,20250424_MC,MC_withDodson,kanga,-0.34002574654758433,gaze_lever_angle
139,20250424_MC,MC_withDodson,kanga,-0.3995186897717281,animal_animal_dist
140,20250424_MC,MC_withDodson,kanga,0.4179760075960905,animal_tube_dist
141,20250424_MC,MC_withDodson,kanga,0.022277287613909666,animal_lever_dist
142,20250424_MC,MC_withDodson,kanga,0.37006941798837284,mass_move_speed
143,20250424_MC,MC_withDodson,kanga,0.321371417509766,gaze_angle_speed
144,20250428_MC,MC_withDodson,kanga,-0.42920292724026604,gaze_other_angle
145,20250428_MC,MC_withDodson,kanga,0.3415954283109131,gaze_tube_angle
146,20250428_MC,MC_withDodson,kanga,-0.3698688436988781,gaze_lever_angle
147,20250428_MC,MC_withDodson,kanga,-0.30232408013079826,animal_animal_dist
148,20250428_MC,MC_withDodson,kanga,0.3744922802444951,animal_tube_dist
149,20250428_MC,MC_withDodson,kanga,-0.2596459705994841,animal_lever_dist
150,20250428_MC,MC_withDodson,kanga,0.3922334678171623,mass_move_speed
151,20250428_MC,MC_withDodson,kanga,0.3307370683069035,gaze_angle_speed
152,20250429_MC,MC_withDodson,kanga,0.4751254146386577,gaze_other_angle
153,20250429_MC,MC_withDodson,kanga,-0.4028869081510948,gaze_tube_angle
154,20250429_MC,MC_withDodson,kanga,0.2652089355842973,gaze_lever_angle
155,20250429_MC,MC_withDodson,kanga,0.46337892173634787,animal_animal_dist
156,20250429_MC,MC_withDodson,kanga,-0.47502927326325856,animal_tube_dist
157,20250429_MC,MC_withDodson,kanga,0.12317711922150097,animal_lever_dist
158,20250429_MC,MC_withDodson,kanga,-0.2123341709393369,mass_move_speed
159,20250429_MC,MC_withDodson,kanga,-0.20241284958316136,gaze_angle_speed
160,20250430_MC,MC_withDodson,kanga,-0.3374660686711182,gaze_other_angle
161,20250430_MC,MC_withDodson,kanga,-0.02776357271697044,gaze_tube_angle
162,20250430_MC,MC_withDodson,kanga,-0.3961704252964097,gaze_lever_angle
163,20250430_MC,MC_withDodson,kanga,-0.5269339326605559,animal_animal_dist
164,20250430_MC,MC_withDodson,kanga,0.5164927543954555,animal_tube_dist
165,20250430_MC,MC_withDodson,kanga,0.26839795312093423,animal_lever_dist
166,20250430_MC,MC_withDodson,kanga,0.27800197663379644,mass_move_speed
167,20250430_MC,MC_withDodson,kanga,0.1861400968684139,gaze_angle_speed
