date,recorded_animal,role,clusterID,r_fr_slope_pull_rt_all,p_fr_slope_pull_rt_all,r_fr_slope_social_evidence_all,p_fr_slope_social_evidence_all
20240509,kanga,follower,300,-0.5008045361013816,4.741933276297143e-06,0.3878237874829186,0.0005863697046507309
20240509,kanga,follower,302,-0.36297940520577254,0.0013713785219127378,0.1283269934117533,0.2725442340259586
20240509,kanga,follower,304,-0.4985021275815143,5.325772065494157e-06,0.1848697238097914,0.11232069450692471
20240509,kanga,follower,314,-0.6404603020050355,6.100110884948712e-10,0.3043433130726322,0.007937549749782174
20240509,kanga,follower,324,-0.5948595824754266,1.8253177588260572e-08,0.44254339282079225,7.022940493737334e-05
20240509,kanga,follower,327,-0.6197213017697278,3.062249235906182e-09,0.2876501745669327,0.012334932083733454
20240509,kanga,follower,334,-0.5835739820802176,3.908799106256752e-08,0.36928440982780414,0.0011123667182226685
20240509,kanga,follower,336,-0.45930750084544586,3.398037636831009e-05,0.381018406198041,0.0007449778714016433
20240509,kanga,follower,341,-0.6419554558831304,5.404669365328362e-10,0.35187318245147137,0.0019629737088151453
20240509,kanga,follower,343,-0.5082948785331936,3.2310528817127574e-06,0.12159163266696026,0.29871644390302177
20240509,kanga,follower,349,-0.48145990172826125,1.2260285479442899e-05,0.1770531087852528,0.12861042237914094
20240509,kanga,follower,350,-0.5605781440219355,1.692035345645441e-07,0.4089265795574404,0.0002699374512324374
20240509,kanga,follower,352,-0.5637783549628639,1.3890804965422928e-07,0.3920755405605375,0.0005035865223570562
20240509,kanga,follower,354,-0.4216948554133145,0.00016457008531188316,0.22095950895479194,0.05677429171874675
20240513,kanga,follower,56,-0.4387281474992897,0.0003222085736640089,0.035903056004873604,0.7799722574929419
20240513,kanga,follower,95,-0.47020839528719344,0.00010088382310336147,0.22701324040813115,0.0735795235496709
20240513,kanga,follower,141,-0.11660776097924824,0.36275845911277493,0.19901694841838816,0.11788733422168962
20240513,kanga,follower,142,-0.270542730309085,0.03199018606847933,0.18007498430785054,0.1578753427742569
20240513,kanga,follower,251,-0.23234341047591117,0.06689126420857348,0.04861505909063926,0.7051580566608591
20240513,kanga,follower,262,-0.4880692557573774,4.9559820798182464e-05,0.34492889372748065,0.005631830559330571
20240513,kanga,follower,285,-0.682007432660405,7.543451767924505e-10,0.36992627836409003,0.002844721882875678
20240513,kanga,follower,328,-0.45862846598035245,0.00015669013615602433,0.17510969417679922,0.16984868978987788
20240513,kanga,follower,340,-0.4769233634821981,7.758253956826949e-05,0.24345458152830443,0.054517373143917566
20240513,kanga,follower,342,-0.38381509683878645,0.0019008431095405107,-0.029794563173048932,0.8166911831645499
20240513,kanga,follower,344,-0.6210044253326099,5.6335162862225476e-08,0.34901597194510625,0.005055147010952518
20240513,kanga,follower,346,-0.4392129693536962,0.0003167633049274801,-0.0019072457892403763,0.9881636910189509
20240513,kanga,follower,348,-0.5735547872425598,8.944265180784075e-07,0.2403455074053072,0.057775522336823495
20240513,kanga,follower,350,-0.5520254109286388,2.732970348153675e-06,0.28333765813906736,0.024435085079039832
20240513,kanga,follower,352,-0.40329861831946495,0.0010477594886460473,0.2812528323101021,0.025551854513337947
20240513,kanga,follower,354,-0.479389329202206,7.0352528980307e-05,0.20213886477965287,0.11211737091465952
20240513,kanga,follower,356,-0.2987621004356944,0.017384891064521017,0.079463189395337,0.5358705552543745
20240523,kanga,leader,375,-0.4619187159029756,0.0001384848678247136,-0.0071744883785698765,0.9554962793416347
20240523,kanga,leader,377,-0.6047595165870835,1.527359788883105e-07,0.050588259663091974,0.6937704340564214
20240523,kanga,leader,379,-0.5899687642119068,3.612772665910094e-07,-0.04614159482523472,0.7195240050443961
20240523,kanga,leader,381,-0.6423238285297985,1.3910740740211593e-08,0.1459106177911586,0.253846018374794
20240523,kanga,leader,387,-0.5306307253655813,7.696936696577269e-06,0.10769044111318574,0.40085416628372217
20240523,kanga,leader,390,-0.45314371273991166,0.00019198048356693266,0.10108011032778344,0.4305479041602151
20240523,kanga,leader,392,-0.5338800562866436,6.606786957583298e-06,-0.07463802764548219,0.5609913569218048
20240523,kanga,leader,394,-0.4654766956585988,0.00012099924639238716,-0.0794063599777086,0.5361631738956893
20240523,kanga,leader,396,-0.4239557996165765,0.0005351444559674931,0.009186591258431395,0.9430335364038958
20240523,kanga,leader,398,-0.6050723391801145,1.4990906953247282e-07,0.14527311297102624,0.2559489248671825
20240523,kanga,leader,400,-0.48643765891257246,5.297165879898634e-05,-0.16121204409086423,0.2068651767947527
20240523,kanga,leader,402,-0.18808531381340246,0.13989118654274674,0.18908295401342778,0.1377637024065858
20240523,kanga,leader,404,-0.23681961495892262,0.061659601611480375,-0.061512596292830596,0.6319969366021845
20240523,kanga,leader,410,-0.4329782220612618,0.0003936319357133017,0.06662215521849299,0.6039108181908927
