date,recorded_animal,role,clusterID,r_fr_slope_pull_rt_all,p_fr_slope_pull_rt_all,r_fr_slope_social_evidence_all,p_fr_slope_social_evidence_all
20250402,dodson,follower,285,-0.05784402162247537,0.6868114975767486,-0.09999758984295837,0.4850680066891391
20250402,dodson,follower,299,-0.30821454869579856,0.027778607462372235,0.08711492646053565,0.5432808706621055
20250402,dodson,follower,336,-0.5151950417569031,0.0001095076647897892,0.3523871031911313,0.011209922489364692
20250402,dodson,follower,338,-0.516625768448407,0.00010398690796218663,0.2941031128912574,0.036186738818487135
20250402,dodson,follower,340,-0.47724595257812047,0.00039854897405564125,0.1553270451531684,0.2764277078621541
20250403,dodson,leader,2,-0.4387417338894435,0.0009045612795115321,0.1728335380016795,0.211382050271198
20250403,dodson,leader,22,-0.5598458803653126,1.0751503944560804e-05,0.3095579321684171,0.022737529895544364
20250403,dodson,leader,61,-0.5590045991420223,1.115647022897294e-05,0.335814396566464,0.013045047035969527
20250403,dodson,leader,69,-0.5051184254719523,9.802160942713002e-05,0.3904917805451332,0.003508830239226596
20250403,dodson,leader,72,-0.5984123447849854,1.7604892252160075e-06,0.4632863508177396,0.000418952607332632
20250403,dodson,leader,75,-0.3858957606345071,0.003952443560802325,0.3509128480058546,0.009277888506816205
20250403,dodson,leader,98,-0.4857706954206178,0.0001964209853464236,0.23059415556058313,0.09343371945794206
20250403,dodson,leader,117,-0.3646958052644199,0.006701561604878568,0.1937503129965168,0.16037963569364053
20250403,dodson,leader,121,-0.42130196560296784,0.001510943113516425,0.14287762449613123,0.30269830835901107
20250403,dodson,leader,156,-0.5110391631099624,7.857292727386649e-05,0.3861287465570412,0.00392881956492635
20250403,dodson,leader,178,-0.5746268835043341,5.521445791973725e-06,0.32070570989039404,0.018060344890074492
20250403,dodson,leader,188,-0.4312369770638955,0.0011317904698296822,0.14031334632649173,0.3115479324972729
20250403,dodson,leader,192,-0.3862691654232029,0.003914641750737141,0.3511739548209676,0.009222067668577772
20250403,dodson,leader,203,-0.5108730617742852,7.906635062411106e-05,0.4026446592240644,0.002540437008133449
20250403,dodson,leader,205,-0.5447495665518061,2.0563612346063863e-05,0.4015770558378392,0.002614798738737452
20250403,dodson,leader,242,-0.6085487853719042,1.0512257009204936e-06,0.5100363537778574,8.159539296200427e-05
20250403,dodson,leader,253,-0.5216838213260211,5.2247708172801294e-05,0.4076331755866453,0.002217273201679056
20250403,dodson,leader,271,-0.5655399800849228,8.348835773132475e-06,0.43292699140678953,0.001076568193210157
20250403,dodson,leader,324,-0.5114167817458504,7.746166059601918e-05,0.28889491806265866,0.03411869623990178
20250403,dodson,leader,328,-0.2583681918257257,0.05924748639328141,0.20980313508059395,0.12784383340011574
20250403,dodson,leader,330,-0.4836995397381962,0.00021108066556673358,0.33100439642269963,0.01449276604053546
20250409,dodson,follower,5,-0.5334217902911522,1.1793440334236349e-06,0.3351267657107952,0.0037529255720634017
20250409,dodson,follower,10,-0.6659436552458444,1.284422830283593e-10,0.5205397344973219,2.3506554795012675e-06
20250409,dodson,follower,13,-0.5563840111615592,3.205550518005861e-07,0.41260558625649235,0.00028618869199975046
20250409,dodson,follower,14,-0.6436295837413681,8.159153228474114e-10,0.6237869264652435,3.7370809572923804e-09
20250409,dodson,follower,17,-0.5596303232779187,2.64519800414388e-07,0.4446911696817587,8.094673943809073e-05
20250409,dodson,follower,19,-0.6605042397192953,2.0448563204585315e-10,0.5444835040682527,6.373121430803473e-07
20250409,dodson,follower,22,-0.6836182924341185,2.645933879114061e-11,0.45477161654111786,5.300157920514948e-05
20250409,dodson,follower,25,-0.5239583216002596,1.962878522629024e-06,0.310862887316517,0.00743196359517189
20250409,dodson,follower,32,-0.7324195739275081,1.785804983512308e-13,0.618506975242263,5.503565414102622e-09
20250409,dodson,follower,36,-0.6995607843182803,5.771165057332864e-12,0.5765036443395593,9.420482711661086e-08
20250409,dodson,follower,51,-0.701353891076854,4.832545603334293e-12,0.5436377496944785,6.685393906320504e-07
20250409,dodson,follower,73,-0.5619866758382736,2.2978990496618242e-07,0.4352429600158205,0.00011896589477636915
20250409,dodson,follower,80,-0.6385800595417268,1.2143399661879378e-09,0.47846081746558816,1.8565049970553143e-05
20250409,dodson,follower,83,-0.5813989950835521,6.905794446084207e-08,0.48396760517071874,1.4383971231694528e-05
20250409,dodson,follower,85,-0.7544194720617234,1.2923932136844513e-14,0.6118353402924095,8.88495608926381e-09
20250409,dodson,follower,87,-0.5399083748713155,8.242515025410023e-07,0.3676764352236914,0.001373820721168605
20250409,dodson,follower,88,-0.6286284605095656,2.6037069200610553e-09,0.49952963279989837,6.826158085300404e-06
20250409,dodson,follower,90,-0.6080346216439442,1.1614754715600993e-08,0.5408939702608739,7.800716420509669e-07
20250409,dodson,follower,91,-0.6811680867155976,3.315424424846507e-11,0.5134513548912714,3.3950490184824812e-06
20250409,dodson,follower,107,-0.09024690443281248,0.4476655091108261,-0.021610818826240358,0.8559930447672093
20250415,dodson,leader,0,-0.5822066337206789,4.80743506222219e-06,0.5382353892347281,3.2257231253032395e-05
20250415,dodson,leader,8,-0.5685187857700396,8.954168137196556e-06,0.3475404711021923,0.010777584437423677
